fecha,comunidad_autonoma,sexo,grupo_edad,num_casos,num_hosp,num_uci,num_def
2024-04-01,Andalusia,F,60-79,49,8,1,0
2024-04-01,Andalusia,F,80+,0,0,0,0
2024-05-01,Andalusia,M,0-19,0,0,0,0
2024-05-01,Andalusia,M,20-39,40,4,0,0
2024-05-01,Andalusia,M,40-59,0,0,0,0
2024-05-01,Andalusia,M,60-79,42,7,1,0
2024-05-01,Andalusia,M,80+,0,0,0,0
2024-05-01,Andalusia,F,0-19,43,3,0,0
2024-05-01,Andalusia,F,20-39,4,0,0,0
2024-05-01,Andalusia,F,40-59,7,0,0,0
2024-05-01,Andalusia,F,60-79,47,7,1,0
2024-05-01,Andalusia,F,80+,0,0,0,0
2024-06-01,Andalusia,M,0-19,0,0,0,0
2024-06-01,Andalusia,M,20-39,0,0,0,0
2024-06-01,Andalusia,M,40-59,13,1,0,0
2024-06-01,Andalusia,M,60-79,0,0,0,0
2024-06-01,Andalusia,M,80+,19,3,0,0
2024-06-01,Andalusia,F,0-19,0,0,0,0
2024-06-01,Andalusia,F,20-39,34,3,0,0
2024-06-01,Andalusia,F,40-59,0,0,0,0
2024-06-01,Andalusia,F,60-79,0,0,0,0
2024-06-01,Andalusia,F,80+,0,0,0,0
2024-07-01,Andalusia,M,0-19,0,0,0,0
2024-07-01,Andalusia,M,20-39,7,0,0,0
2024-07-01,Andalusia,M,40-59,0,0,0,0
2024-07-01,Andalusia,M,60-79,0,0,0,0
2024-07-01,Andalusia,M,80+,0,0,0,0
2024-07-01,Andalusia,F,0-19,6,0,0,0
2024-07-01,Andalusia,F,20-39,0,0,0,0
2024-07-01,Andalusia,F,40-59,21,2,0,0
2024-07-01,Andalusia,F,60-79,19,3,0,0
2024-07-01,Andalusia,F,80+,11,2,0,0
2024-08-01,Andalusia,M,0-19,16,1,0,0
2024-08-01,Andalusia,M,20-39,8,0,0,0
2024-08-01,Andalusia,M,40-59,61,8,1,0
2024-08-01,Andalusia,M,60-79,0,0,0,0
2024-08-01,Andalusia,M,80+,0,0,0,0
2024-08-01,Andalusia,F,0-19,0,0,0,0
2024-08-01,Andalusia,F,20-39,0,0,0,0
2024-08-01,Andalusia,F,40-59,0,0,0,0
2024-08-01,Andalusia,F,60-79,0,0,0,0
2024-08-01,Andalusia,F,80+,0,0,0,0
2024-09-01,Andalusia,M,0-19,10,0,0,0
2024-09-01,Andalusia,M,20-39,1,0,0,0
2024-09-01,Andalusia,M,40-59,0,0,0,0
2024-09-01,Andalusia,M,60-79,27,4,0,0
2024-09-01,Andalusia,M,80+,22,4,0,0
2024-09-01,Andalusia,F,0-19,0,0,0,0
2024-09-01,Andalusia,F,20-39,0,0,0,0
2024-09-01,Andalusia,F,40-59,16,2,0,0
2024-09-01,Andalusia,F,60-79,5,0,0,0
2024-09-01,Andalusia,F,80+,0,0,0,0
2024-10-01,Andalusia,M,0-19,0,0,0,0
2024-10-01,Andalusia,M,20-39,7,0,0,0
2024-10-01,Andalusia,M,40-59,0,0,0,0
2024-10-01,Andalusia,M,60-79,5,0,0,0
2024-10-01,Andalusia,M,80+,0,0,0,0
2024-10-01,Andalusia,F,0-19,40,3,0,0
2024-10-01,Andalusia,F,20-39,37,4,0,0
2024-10-01,Andalusia,F,40-59,0,0,0,0
2024-10-01,Andalusia,F,60-79,10,1,0,0
2024-10-01,Andalusia,F,80+,0,0,0,0
2024-11-01,Andalusia,M,0-19,0,0,0,0
2024-11-01,Andalusia,M,20-39,0,0,0,0
2024-11-01,Andalusia,M,40-59,0,0,0,0
2024-11-01,Andalusia,M,60-79,21,3,0,0
2024-11-01,Andalusia,M,80+,59,11,1,1
2024-11-01,Andalusia,F,0-19,0,0,0,0
2024-11-01,Andalusia,F,20-39,0,0,0,0
2024-11-01,Andalusia,F,40-59,7,0,0,0
2024-11-01,Andalusia,F,60-79,48,8,1,0
2024-11-01,Andalusia,F,80+,0,0,0,0
2024-12-01,Andalusia,M,0-19,7,0,0,0
2024-12-01,Andalusia,M,20-39,54,5,0,0
2024-12-01,Andalusia,M,40-59,0,0,0,0
2024-12-01,Andalusia,M,60-79,0,0,0,0
2024-12-01,Andalusia,M,80+,0,0,0,0
2024-12-01,Andalusia,F,0-19,0,0,0,0
2024-12-01,Andalusia,F,20-39,24,2,0,0
2024-12-01,Andalusia,F,40-59,7,0,0,0
2024-12-01,Andalusia,F,60-79,0,0,0,0
2024-12-01,Andalusia,F,80+,15,3,0,0
2020-01-01,Aragon,M,0-19,64,5,0,0
2020-01-01,Aragon,M,20-39,18,1,0,0
2020-01-01,Aragon,M,40-59,25,3,0,0
2020-01-01,Aragon,M,60-79,76,12,2,1
2020-01-01,Aragon,M,80+,105,21,3,2
2020-01-01,Aragon,F,0-19,34,2,0,0
2020-01-01,Aragon,F,20-39,0,0,0,0
2020-01-01,Aragon,F,40-59,52,7,1,0
2020-01-01,Aragon,F,60-79,17,2,0,0
2020-01-01,Aragon,F,80+,74,14,2,1
2020-02-01,Aragon,M,0-19,11,0,0,0
2020-02-01,Aragon,M,20-39,90,9,1,0
2020-02-01,Aragon,M,40-59,67,9,1,0
2020-02-01,Aragon,M,60-79,84,14,2,1
2020-02-01,Aragon,M,80+,190,38,6,4
2020-02-01,Aragon,F,0-19,51,4,0,0
2020-02-01,Aragon,F,20-39,44,4,0,0
2020-02-01,Aragon,F,40-59,118,16,2,1
2020-02-01,Aragon,F,60-79,87,14,2,1
2020-02-01,Aragon,F,80+,139,27,4,3
2020-03-01,Aragon,M,0-19,102,8,1,0
2020-03-01,Aragon,M,20-39,115,12,2,0
2020-03-01,Aragon,M,40-59,175,24,4,2
2020-03-01,Aragon,M,60-79,199,33,5,3
2020-03-01,Aragon,M,80+,283,56,10,7
2020-03-01,Aragon,F,0-19,117,9,1,0
2020-03-01,Aragon,F,20-39,78,8,1,0
2020-03-01,Aragon,F,40-59,59,8,1,0
2020-03-01,Aragon,F,60-79,224,38,6,4
2020-03-01,Aragon,F,80+,318,63,11,8
2020-04-01,Aragon,M,0-19,128,10,1,0
2020-04-01,Aragon,M,20-39,142,15,2,1
2020-04-01,Aragon,M,40-59,231,32,5,3
2020-04-01,Aragon,M,60-79,312,53,9,6
2020-04-01,Aragon,M,80+,435,87,15,11
2020-04-01,Aragon,F,0-19,81,6,1,0
2020-04-01,Aragon,F,20-39,181,19,3,1
2020-04-01,Aragon,F,40-59,212,29,5,2
2020-04-01,Aragon,F,60-79,217,36,6,4
2020-04-01,Aragon,F,80+,382,76,13,9
2020-05-01,Aragon,M,0-19,240,19,3,0
2020-05-01,Aragon,M,20-39,260,28,5,2
2020-05-01,Aragon,M,40-59,296,41,7,4
2020-05-01,Aragon,M,60-79,403,68,12,8
2020-05-01,Aragon,M,80+,579,115,20,15
2020-05-01,Aragon,F,0-19,94,7,1,0
2020-05-01,Aragon,F,20-39,213,23,4,1
2020-05-01,Aragon,F,40-59,238,33,5,3
2020-05-01,Aragon,F,60-79,389,66,11,7
2020-05-01,Aragon,F,80+,454,90,16,11
2020-06-01,Aragon,M,0-19,243,19,3,0
2020-06-01,Aragon,M,20-39,243,26,4,1
2020-06-01,Aragon,M,40-59,349,48,8,4
2020-06-01,Aragon,M,60-79,452,76,13,9
2020-06-01,Aragon,M,80+,582,116,20,15
2020-06-01,Aragon,F,0-19,163,13,2,0
2020-06-01,Aragon,F,20-39,262,28,5,2
2020-06-01,Aragon,F,40-59,262,36,6,3
2020-06-01,Aragon,F,60-79,311,52,9,6
2020-06-01,Aragon,F,80+,497,99,17,12
2020-07-01,Aragon,M,0-19,152,12,2,0
2020-07-01,Aragon,M,20-39,246,27,4,1
2020-07-01,Aragon,M,40-59,305,42,7,4
2020-07-01,Aragon,M,60-79,359,61,10,7
2020-07-01,Aragon,M,80+,516,103,18,13
2020-07-01,Aragon,F,0-19,161,12,2,0
2020-07-01,Aragon,F,20-39,194,21,3,1
2020-07-01,Aragon,F,40-59,175,24,4,2
2020-07-01,Aragon,F,60-79,359,61,10,7
2020-07-01,Aragon,F,80+,470,94,16,12
2020-08-01,Aragon,M,0-19,122,9,1,0
2020-08-01,Aragon,M,20-39,166,18,3,1
2020-08-01,Aragon,M,40-59,272,38,6,3
2020-08-01,Aragon,M,60-79,340,57,10,6
2020-08-01,Aragon,M,80+,524,104,18,13
2020-08-01,Aragon,F,0-19,130,10,1,0
2020-08-01,Aragon,F,20-39,180,19,3,1
2020-08-01,Aragon,F,40-59,197,27,4,2
2020-08-01,Aragon,F,60-79,294,49,8,5
2020-08-01,Aragon,F,80+,389,77,13,10
2020-09-01,Aragon,M,0-19,141,11,1,0
2020-09-01,Aragon,M,20-39,132,14,2,1
2020-09-01,Aragon,M,40-59,164,22,3,2
2020-09-01,Aragon,M,60-79,222,37,6,4
2020-09-01,Aragon,M,80+,349,69,12,9
2020-09-01,Aragon,F,0-19,129,10,1,0
2020-09-01,Aragon,F,20-39,107,11,1,0
2020-09-01,Aragon,F,40-59,132,18,3,1
2020-09-01,Aragon,F,60-79,203,34,6,4
2020-09-01,Aragon,F,80+,259,51,9,6
2020-10-01,Aragon,M,0-19,104,8,1,0
2020-10-01,Aragon,M,20-39,41,4,0,0
2020-10-01,Aragon,M,40-59,105,14,2,1
2020-10-01,Aragon,M,60-79,150,25,4,3
2020-10-01,Aragon,M,80+,169,33,5,4
2020-10-01,Aragon,F,0-19,33,2,0,0
2020-10-01,Aragon,F,20-39,61,6,1,0
2020-10-01,Aragon,F,40-59,100,14,2,1
2020-10-01,Aragon,F,60-79,175,29,5,3
2020-10-01,Aragon,F,80+,188,37,6,4
2020-11-01,Aragon,M,0-19,41,3,0,0
2020-11-01,Aragon,M,20-39,101,11,1,0
2020-11-01,Aragon,M,40-59,154,21,3,2
2020-11-01,Aragon,M,60-79,135,22,3,2
2020-11-01,Aragon,M,80+,198,39,7,5
2020-11-01,Aragon,F,0-19,75,6,1,0
2020-11-01,Aragon,F,20-39,77,8,1,0
2020-11-01,Aragon,F,40-59,120,16,2,1
2020-11-01,Aragon,F,60-79,134,22,3,2
2020-11-01,Aragon,F,80+,206,41,7,5
2020-12-01,Aragon,M,0-19,64,5,0,0
2020-12-01,Aragon,M,20-39,135,14,2,1
2020-12-01,Aragon,M,40-59,156,21,3,2
2020-12-01,Aragon,M,60-79,181,30,5,3
2020-12-01,Aragon,M,80+,252,50,9,6
2020-12-01,Aragon,F,0-19,98,7,1,0
2020-12-01,Aragon,F,20-39,100,11,1,0
2020-12-01,Aragon,F,40-59,102,14,2,1
2020-12-01,Aragon,F,60-79,175,29,5,3
2020-12-01,Aragon,F,80+,278,55,9,7
2021-01-01,Aragon,M,0-19,74,5,0,0
2021-01-01,Aragon,M,20-39,159,17,3,1
2021-01-01,Aragon,M,40-59,217,30,5,3
2021-01-01,Aragon,M,60-79,370,62,11,7
2021-01-01,Aragon,M,80+,458,91,16,11
2021-01-01,Aragon,F,0-19,140,11,1,0
2021-01-01,Aragon,F,20-39,133,14,2,1
2021-01-01,Aragon,F,40-59,167,23,4,2
2021-01-01,Aragon,F,60-79,280,47,8,5
2021-01-01,Aragon,F,80+,369,73,13,9
2021-02-01,Aragon,M,0-19,223,17,3,0
2021-02-01,Aragon,M,20-39,289,31,5,2
2021-02-01,Aragon,M,40-59,362,50,9,5
2021-02-01,Aragon,M,60-79,477,81,14,9
2021-02-01,Aragon,M,80+,672,134,24,17
2021-02-01,Aragon,F,0-19,193,15,2,0
2021-02-01,Aragon,F,20-39,193,21,3,1
2021-02-01,Aragon,F,40-59,222,31,5,3
2021-02-01,Aragon,F,60-79,416,70,12,8
2021-02-01,Aragon,F,80+,567,113,20,14
2021-03-01,Aragon,M,0-19,241,19,3,0
2021-03-01,Aragon,M,20-39,332,36,6,2
2021-03-01,Aragon,M,40-59,469,65,11,6
2021-03-01,Aragon,M,60-79,649,110,19,12
2021-03-01,Aragon,M,80+,909,181,32,23
2021-03-01,Aragon,F,0-19,238,19,3,0
2021-03-01,Aragon,F,20-39,306,33,5,2
2021-03-01,Aragon,F,40-59,354,49,8,4
2021-03-01,Aragon,F,60-79,509,86,15,10
2021-03-01,Aragon,F,80+,690,138,24,17
2021-04-01,Aragon,M,0-19,291,23,4,0
2021-04-01,Aragon,M,20-39,522,57,10,4
2021-04-01,Aragon,M,40-59,606,84,15,8
2021-04-01,Aragon,M,60-79,771,131,23,15
2021-04-01,Aragon,M,80+,985,197,35,25
2021-04-01,Aragon,F,0-19,289,23,4,0
2021-04-01,Aragon,F,20-39,396,43,7,3
2021-04-01,Aragon,F,40-59,465,65,11,6
2021-04-01,Aragon,F,60-79,640,108,19,12
2021-04-01,Aragon,F,80+,848,169,30,22
2021-05-01,Aragon,M,0-19,365,29,5,0
2021-05-01,Aragon,M,20-39,510,56,10,4
2021-05-01,Aragon,M,40-59,599,83,14,8
2021-05-01,Aragon,M,60-79,732,124,22,14
2021-05-01,Aragon,M,80+,1082,216,38,28
2021-05-01,Aragon,F,0-19,264,21,3,0
2021-05-01,Aragon,F,20-39,363,39,7,2
2021-05-01,Aragon,F,40-59,532,74,13,7
2021-05-01,Aragon,F,60-79,694,117,21,13
2021-05-01,Aragon,F,80+,924,184,33,24
2021-06-01,Aragon,M,0-19,339,27,4,0
2021-06-01,Aragon,M,20-39,514,56,10,4
2021-06-01,Aragon,M,40-59,568,79,14,7
2021-06-01,Aragon,M,60-79,764,129,23,15
2021-06-01,Aragon,M,80+,1009,201,36,26
2021-06-01,Aragon,F,0-19,283,22,3,0
2021-06-01,Aragon,F,20-39,389,42,7,3
2021-06-01,Aragon,F,40-59,426,59,10,5
2021-06-01,Aragon,F,60-79,618,105,18,12
2021-06-01,Aragon,F,80+,850,170,30,22
2021-07-01,Aragon,M,0-19,347,27,4,0
2021-07-01,Aragon,M,20-39,446,49,8,3
2021-07-01,Aragon,M,40-59,504,70,12,7
2021-07-01,Aragon,M,60-79,679,115,20,13
2021-07-01,Aragon,M,80+,925,185,33,24
2021-07-01,Aragon,F,0-19,234,18,3,0
2021-07-01,Aragon,F,20-39,311,34,6,2
2021-07-01,Aragon,F,40-59,407,56,10,5
2021-07-01,Aragon,F,60-79,527,89,16,10
2021-07-01,Aragon,F,80+,718,143,25,18
2021-08-01,Aragon,M,0-19,263,21,3,0
2021-08-01,Aragon,M,20-39,365,40,7,2
2021-08-01,Aragon,M,40-59,371,51,9,5
2021-08-01,Aragon,M,60-79,562,95,17,11
2021-08-01,Aragon,M,80+,808,161,28,21
2021-08-01,Aragon,F,0-19,234,18,3,0
2021-08-01,Aragon,F,20-39,320,35,6,2
2021-08-01,Aragon,F,40-59,348,48,8,4
2021-08-01,Aragon,F,60-79,438,74,13,8
2021-08-01,Aragon,F,80+,604,120,21,15
2021-09-01,Aragon,M,0-19,221,17,3,0
2021-09-01,Aragon,M,20-39,313,34,6,2
2021-09-01,Aragon,M,40-59,401,56,10,5
2021-09-01,Aragon,M,60-79,516,87,15,10
2021-09-01,Aragon,M,80+,660,132,23,17
2021-09-01,Aragon,F,0-19,135,10,1,0
2021-09-01,Aragon,F,20-39,237,26,4,1
2021-09-01,Aragon,F,40-59,303,42,7,4
2021-09-01,Aragon,F,60-79,389,66,11,7
2021-09-01,Aragon,F,80+,526,105,18,13
2021-10-01,Aragon,M,0-19,205,16,2,0
2021-10-01,Aragon,M,20-39,267,29,5,2
2021-10-01,Aragon,M,40-59,320,44,7,4
2021-10-01,Aragon,M,60-79,461,78,14,9
2021-10-01,Aragon,M,80+,610,122,21,15
2021-10-01,Aragon,F,0-19,169,13,2,0
2021-10-01,Aragon,F,20-39,239,26,4,1
2021-10-01,Aragon,F,40-59,243,34,6,3
2021-10-01,Aragon,F,60-79,355,60,10,7
2021-10-01,Aragon,F,80+,552,110,19,14
2021-11-01,Aragon,M,0-19,175,14,2,0
2021-11-01,Aragon,M,20-39,236,25,4,1
2021-11-01,Aragon,M,40-59,304,42,7,4
2021-11-01,Aragon,M,60-79,481,81,14,9
2021-11-01,Aragon,M,80+,661,132,23,17
2021-11-01,Aragon,F,0-19,168,13,2,0
2021-11-01,Aragon,F,20-39,282,31,5,2
2021-11-01,Aragon,F,40-59,214,29,5,2
2021-11-01,Aragon,F,60-79,405,68,12,8
2021-11-01,Aragon,F,80+,587,117,21,15
2021-12-01,Aragon,M,0-19,208,16,2,0
2021-12-01,Aragon,M,20-39,334,36,6,2
2021-12-01,Aragon,M,40-59,392,54,9,5
2021-12-01,Aragon,M,60-79,526,89,16,10
2021-12-01,Aragon,M,80+,750,150,27,19
2021-12-01,Aragon,F,0-19,240,19,3,0
2021-12-01,Aragon,F,20-39,338,37,6,2
2021-12-01,Aragon,F,40-59,329,46,8,4
2021-12-01,Aragon,F,60-79,509,86,15,10
2021-12-01,Aragon,F,80+,623,124,22,16
2022-01-01,Aragon,M,0-19,333,26,4,0
2022-01-01,Aragon,M,20-39,399,43,7,3
2022-01-01,Aragon,M,40-59,486,68,12,6
2022-01-01,Aragon,M,60-79,654,111,19,13
2022-01-01,Aragon,M,80+,979,195,35,25
2022-01-01,Aragon,F,0-19,255,20,3,0
2022-01-01,Aragon,F,20-39,307,33,5,2
2022-01-01,Aragon,F,40-59,423,59,10,5
2022-01-01,Aragon,F,60-79,515,87,15,10
2022-01-01,Aragon,F,80+,708,141,25,18
2022-02-01,Aragon,M,0-19,342,27,4,0
2022-02-01,Aragon,M,20-39,451,49,8,3
2022-02-01,Aragon,M,40-59,548,76,13,7
2022-02-01,Aragon,M,60-79,721,122,21,14
2022-02-01,Aragon,M,80+,1001,200,36,26
2022-02-01,Aragon,F,0-19,270,21,3,0
2022-02-01,Aragon,F,20-39,310,34,6,2
2022-02-01,Aragon,F,40-59,462,64,11,6
2022-02-01,Aragon,F,60-79,560,95,17,11
2022-02-01,Aragon,F,80+,767,153,27,19
2022-03-01,Aragon,M,0-19,332,26,4,0
2022-03-01,Aragon,M,20-39,480,52,9,3
2022-03-01,Aragon,M,40-59,552,77,13,7
2022-03-01,Aragon,M,60-79,789,134,24,15
2022-03-01,Aragon,M,80+,1011,202,36,26
2022-03-01,Aragon,F,0-19,261,20,3,0
2022-03-01,Aragon,F,20-39,373,41,7,2
2022-03-01,Aragon,F,40-59,467,65,11,6
2022-03-01,Aragon,F,60-79,634,107,19,12
2022-03-01,Aragon,F,80+,830,166,29,21
2022-04-01,Aragon,M,0-19,358,28,5,0
2022-04-01,Aragon,M,20-39,482,53,9,3
2022-04-01,Aragon,M,40-59,520,72,12,7
2022-04-01,Aragon,M,60-79,710,120,21,14
2022-04-01,Aragon,M,80+,1057,211,37,27
2022-04-01,Aragon,F,0-19,268,21,3,0
2022-04-01,Aragon,F,20-39,390,42,7,3
2022-04-01,Aragon,F,40-59,471,65,11,6
2022-04-01,Aragon,F,60-79,636,108,19,12
2022-04-01,Aragon,F,80+,894,178,32,23
2022-05-01,Aragon,M,0-19,292,23,4,0
2022-05-01,Aragon,M,20-39,430,47,8,3
2022-05-01,Aragon,M,40-59,525,73,13,7
2022-05-01,Aragon,M,60-79,753,128,23,15
2022-05-01,Aragon,M,80+,1061,212,38,27
2022-05-01,Aragon,F,0-19,253,20,3,0
2022-05-01,Aragon,F,20-39,305,33,5,2
2022-05-01,Aragon,F,40-59,405,56,10,5
2022-05-01,Aragon,F,60-79,584,99,17,11
2022-05-01,Aragon,F,80+,821,164,29,21
2022-06-01,Aragon,M,0-19,299,23,4,0
2022-06-01,Aragon,M,20-39,446,49,8,3
2022-06-01,Aragon,M,40-59,525,73,13,7
2022-06-01,Aragon,M,60-79,743,126,22,14
2022-06-01,Aragon,M,80+,959,191,34,24
2022-06-01,Aragon,F,0-19,229,18,3,0
2022-06-01,Aragon,F,20-39,378,41,7,3
2022-06-01,Aragon,F,40-59,391,54,9,5
2022-06-01,Aragon,F,60-79,594,100,18,11
2022-06-01,Aragon,F,80+,804,160,28,20
2022-07-01,Aragon,M,0-19,300,24,4,0
2022-07-01,Aragon,M,20-39,483,53,9,3
2022-07-01,Aragon,M,40-59,503,70,12,7
2022-07-01,Aragon,M,60-79,758,128,23,15
2022-07-01,Aragon,M,80+,951,190,34,24
2022-07-01,Aragon,F,0-19,211,16,2,0
2022-07-01,Aragon,F,20-39,358,39,7,2
2022-07-01,Aragon,F,40-59,395,55,9,5
2022-07-01,Aragon,F,60-79,547,92,16,10
2022-07-01,Aragon,F,80+,795,159,28,20
2022-08-01,Aragon,M,0-19,329,26,4,0
2022-08-01,Aragon,M,20-39,427,46,8,3
2022-08-01,Aragon,M,40-59,565,79,14,7
2022-08-01,Aragon,M,60-79,748,127,22,14
2022-08-01,Aragon,M,80+,1025,205,36,26
2022-08-01,Aragon,F,0-19,271,21,3,0
2022-08-01,Aragon,F,20-39,406,44,7,3
2022-08-01,Aragon,F,40-59,381,53,9,5
2022-08-01,Aragon,F,60-79,574,97,17,11
2022-08-01,Aragon,F,80+,777,155,27,20
2022-09-01,Aragon,M,0-19,339,27,4,0
2022-09-01,Aragon,M,20-39,463,50,9,3
2022-09-01,Aragon,M,40-59,571,79,14,7
2022-09-01,Aragon,M,60-79,824,140,25,16
2022-09-01,Aragon,M,80+,1051,210,37,27
2022-09-01,Aragon,F,0-19,287,22,3,0
2022-09-01,Aragon,F,20-39,385,42,7,3
2022-09-01,Aragon,F,40-59,473,66,11,6
2022-09-01,Aragon,F,60-79,628,106,19,12
2022-09-01,Aragon,F,80+,877,175,31,22
2022-10-01,Aragon,M,0-19,405,32,5,0
2022-10-01,Aragon,M,20-39,579,63,11,4
2022-10-01,Aragon,M,40-59,645,90,16,9
2022-10-01,Aragon,M,60-79,865,147,26,17
2022-10-01,Aragon,M,80+,1131,226,40,29
2022-10-01,Aragon,F,0-19,300,24,4,0
2022-10-01,Aragon,F,20-39,461,50,9,3
2022-10-01,Aragon,F,40-59,546,76,13,7
2022-10-01,Aragon,F,60-79,700,118,21,14
2022-10-01,Aragon,F,80+,980,196,35,25
2022-11-01,Aragon,M,0-19,421,33,5,0
2022-11-01,Aragon,M,20-39,617,67,12,4
2022-11-01,Aragon,M,40-59,706,98,17,9
2022-11-01,Aragon,M,60-79,919,156,28,18
2022-11-01,Aragon,M,80+,1289,257,46,33
2022-11-01,Aragon,F,0-19,245,19,3,0
2022-11-01,Aragon,F,20-39,487,53,9,3
2022-11-01,Aragon,F,40-59,461,64,11,6
2022-11-01,Aragon,F,60-79,709,120,21,14
2022-11-01,Aragon,F,80+,1060,212,38,27
2022-12-01,Aragon,M,0-19,447,35,6,0
2022-12-01,Aragon,M,20-39,583,64,11,4
2022-12-01,Aragon,M,40-59,721,100,18,10
2022-12-01,Aragon,M,60-79,1031,175,31,20
2022-12-01,Aragon,M,80+,1346,269,48,34
2022-12-01,Aragon,F,0-19,421,33,5,0
2022-12-01,Aragon,F,20-39,506,55,9,4
2022-12-01,Aragon,F,40-59,619,86,15,8
2022-12-01,Aragon,F,60-79,858,145,26,17
2022-12-01,Aragon,F,80+,1117,223,40,29
2023-01-01,Aragon,M,0-19,410,32,5,0
2023-01-01,Aragon,M,20-39,625,68,12,5
2023-01-01,Aragon,M,40-59,753,105,18,10
2023-01-01,Aragon,M,60-79,965,164,29,19
2023-01-01,Aragon,M,80+,1376,275,49,35
2023-01-01,Aragon,F,0-19,338,27,4,0
2023-01-01,Aragon,F,20-39,542,59,10,4
2023-01-01,Aragon,F,40-59,618,86,15,8
2023-01-01,Aragon,F,60-79,815,138,24,16
2023-01-01,Aragon,F,80+,1129,225,40,29
2023-02-01,Aragon,M,0-19,430,34,6,0
2023-02-01,Aragon,M,20-39,624,68,12,4
2023-02-01,Aragon,M,40-59,696,97,17,9
2023-02-01,Aragon,M,60-79,937,159,28,18
2023-02-01,Aragon,M,80+,1365,273,49,35
2023-02-01,Aragon,F,0-19,334,26,4,0
2023-02-01,Aragon,F,20-39,452,49,8,3
2023-02-01,Aragon,F,40-59,607,84,15,8
2023-02-01,Aragon,F,60-79,806,137,24,16
2023-02-01,Aragon,F,80+,1044,208,37,27
2023-03-01,Aragon,M,0-19,391,31,5,0
2023-03-01,Aragon,M,20-39,571,62,11,4
2023-03-01,Aragon,M,40-59,670,93,16,9
2023-03-01,Aragon,M,60-79,898,152,27,17
2023-03-01,Aragon,M,80+,1167,233,41,30
2023-03-01,Aragon,F,0-19,324,25,4,0
2023-03-01,Aragon,F,20-39,440,48,8,3
2023-03-01,Aragon,F,40-59,525,73,13,7
2023-03-01,Aragon,F,60-79,745,126,22,14
2023-03-01,Aragon,F,80+,1033,206,37,26
2023-04-01,Aragon,M,0-19,382,30,5,0
2023-04-01,Aragon,M,20-39,509,55,9,4
2023-04-01,Aragon,M,40-59,560,78,14,7
2023-04-01,Aragon,M,60-79,761,129,23,15
2023-04-01,Aragon,M,80+,1056,211,37,27
2023-04-01,Aragon,F,0-19,272,21,3,0
2023-04-01,Aragon,F,20-39,388,42,7,3
2023-04-01,Aragon,F,40-59,485,67,12,6
2023-04-01,Aragon,F,60-79,612,104,18,12
2023-04-01,Aragon,F,80+,823,164,29,21
2023-05-01,Aragon,M,0-19,251,20,3,0
2023-05-01,Aragon,M,20-39,396,43,7,3
2023-05-01,Aragon,M,40-59,452,63,11,6
2023-05-01,Aragon,M,60-79,613,104,18,12
2023-05-01,Aragon,M,80+,849,169,30,22
2023-05-01,Aragon,F,0-19,204,16,2,0
2023-05-01,Aragon,F,20-39,331,36,6,2
2023-05-01,Aragon,F,40-59,381,53,9,5
2023-05-01,Aragon,F,60-79,456,77,13,9
2023-05-01,Aragon,F,80+,722,144,25,18
2023-06-01,Aragon,M,0-19,184,14,2,0
2023-06-01,Aragon,M,20-39,234,25,4,1
2023-06-01,Aragon,M,40-59,310,43,7,4
2023-06-01,Aragon,M,60-79,424,72,12,8
2023-06-01,Aragon,M,80+,627,125,22,16
2023-06-01,Aragon,F,0-19,154,12,2,0
2023-06-01,Aragon,F,20-39,222,24,4,1
2023-06-01,Aragon,F,40-59,298,41,7,4
2023-06-01,Aragon,F,60-79,382,64,11,7
2023-06-01,Aragon,F,80+,521,104,18,13
2023-07-01,Aragon,M,0-19,153,12,2,0
2023-07-01,Aragon,M,20-39,220,24,4,1
2023-07-01,Aragon,M,40-59,178,24,4,2
2023-07-01,Aragon,M,60-79,311,52,9,6
2023-07-01,Aragon,M,80+,378,75,13,9
2023-07-01,Aragon,F,0-19,116,9,1,0
2023-07-01,Aragon,F,20-39,164,18,3,1
2023-07-01,Aragon,F,40-59,229,32,5,3
2023-07-01,Aragon,F,60-79,299,50,9,5
2023-07-01,Aragon,F,80+,369,73,13,9
2023-08-01,Aragon,M,0-19,79,6,1,0
2023-08-01,Aragon,M,20-39,148,16,2,1
2023-08-01,Aragon,M,40-59,145,20,3,2
2023-08-01,Aragon,M,60-79,215,36,6,4
2023-08-01,Aragon,M,80+,325,65,11,8
2023-08-01,Aragon,F,0-19,60,4,0,0
2023-08-01,Aragon,F,20-39,134,14,2,1
2023-08-01,Aragon,F,40-59,152,21,3,2
2023-08-01,Aragon,F,60-79,147,24,4,2
2023-08-01,Aragon,F,80+,271,54,9,7
2023-09-01,Aragon,M,0-19,79,6,1,0
2023-09-01,Aragon,M,20-39,87,9,1,0
2023-09-01,Aragon,M,40-59,78,10,1,1
2023-09-01,Aragon,M,60-79,108,18,3,2
2023-09-01,Aragon,M,80+,168,33,5,4
2023-09-01,Aragon,F,0-19,64,5,0,0
2023-09-01,Aragon,F,20-39,40,4,0,0
2023-09-01,Aragon,F,40-59,95,13,2,1
2023-09-01,Aragon,F,60-79,72,12,2,1
2023-09-01,Aragon,F,80+,145,29,5,3
2023-10-01,Aragon,M,0-19,37,2,0,0
2023-10-01,Aragon,M,20-39,122,13,2,0
2023-10-01,Aragon,M,40-59,18,2,0,0
2023-10-01,Aragon,M,60-79,123,20,3,2
